"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @costa_rui: Nivea emocionou a todos hoje pela manhã na #aulainaugural. ������������������ https://t.co/DknZMKTyhU",FALSE,0,NA,2017-02-09 00:26:58,FALSE,NA,"829486715798745090",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MAURICIOO13",14,TRUE,FALSE,NA,NA
"RT @magasoto13: @MG_coreografa @costa_rui @educacaobahia Sou PT Sou lula guerreiro somos todos lula e PT",FALSE,0,NA,2017-02-09 00:26:35,FALSE,NA,"829486618230812672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magasoto13",1,TRUE,FALSE,NA,NA
"@MG_coreografa @costa_rui @educacaobahia Sou PT Sou lula guerreiro somos todos lula e PT",FALSE,1,"MG_coreografa",2017-02-09 00:26:28,FALSE,"829397180712701956","829486589332029440","147234642","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magasoto13",1,FALSE,FALSE,NA,NA
"RT @costa_rui: Ao longo desses 2 anos, visitei + de 240 escolas e vi muitas iniciativas culturais e artísticas. Vamos ampliar isso com as #…",FALSE,0,NA,2017-02-09 00:26:20,FALSE,NA,"829486554687078400",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ElisamaMelhor",9,TRUE,FALSE,NA,NA
"RT @costa_rui: Vamos apostar na arte e na cultura como elemento de atração dos jovens pra escola. #AulaInaugural @educacaobahia",FALSE,0,NA,2017-02-09 00:25:57,FALSE,NA,"829486457286955008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magasoto13",5,TRUE,FALSE,NA,NA
"RT @costa_rui: Ao longo desses 2 anos, visitei + de 240 escolas e vi muitas iniciativas culturais e artísticas. Vamos ampliar isso com as #…",FALSE,0,NA,2017-02-09 00:25:53,FALSE,NA,"829486440555958273",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magasoto13",9,TRUE,FALSE,NA,NA
"RT @costa_rui: Vamos lançar as #EscolasCulturais em março, o projeto que vai transformar 80 escolas e tb as cidades onde estão instaladas.…",FALSE,0,NA,2017-02-09 00:25:48,FALSE,NA,"829486420876226561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magasoto13",5,TRUE,FALSE,NA,NA
"RT @costa_rui: Nós podemos transformar as nossas vidas pela educação. Sintonize #TVE @tvebahia e acompanhe a #aulainaugural",FALSE,0,NA,2017-02-09 00:25:35,FALSE,NA,"829486366727737344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magasoto13",4,TRUE,FALSE,NA,NA
"RT @costa_rui: Sejam sujeitos da nossa sociedade #educarparatransformar
@educacaobahia",FALSE,0,NA,2017-02-09 00:25:31,FALSE,NA,"829486350797778944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magasoto13",2,TRUE,FALSE,NA,NA
"RT @costa_rui: Educação não se faz por imposição e sim por motivação!
#AulaInaugural @educacaobahia @governodabahia",FALSE,0,NA,2017-02-09 00:25:26,FALSE,NA,"829486329746554880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magasoto13",4,TRUE,FALSE,NA,NA
"RT @costa_rui: A escola é do nosso povo, da nossa sociedade. Precisamos contagiar corações e mentes para apoiar a escola! #AbraceUmaEscola",FALSE,0,NA,2017-02-09 00:25:21,FALSE,NA,"829486305729978368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magasoto13",5,TRUE,FALSE,NA,NA
"RT @costa_rui: Todas as escolas da rede estadual terão coordenação pedagógica! Este é o nosso compromisso",FALSE,0,NA,2017-02-09 00:25:19,FALSE,NA,"829486299572740097",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ElisamaMelhor",12,TRUE,FALSE,NA,NA
"RT @costa_rui: Assino agora o termo de colaboração com a Google, que dará fruto a uma rede social que integra estudantes e professores. @ed…",FALSE,0,NA,2017-02-09 00:25:17,FALSE,NA,"829486292492812290",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magasoto13",10,TRUE,FALSE,NA,NA
"RT @costa_rui: Mais uma novidade para transformar a educação na #Bahia https://t.co/HlBkEfUAts",FALSE,0,NA,2017-02-09 00:25:15,FALSE,NA,"829486282216710149",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magasoto13",5,TRUE,FALSE,NA,NA
"RT @costa_rui: Todas as escolas da rede estadual terão coordenação pedagógica! Este é o nosso compromisso",FALSE,0,NA,2017-02-09 00:25:11,FALSE,NA,"829486266320297985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magasoto13",12,TRUE,FALSE,NA,NA
"RT @educacaobahia: #AulaInaugural Governador @costa_rui destaca a importância do Coordenador Pedagógico e fala sobre os projetos para a #Ed…",FALSE,0,NA,2017-02-09 00:25:01,FALSE,NA,"829486225362935808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magasoto13",6,TRUE,FALSE,NA,NA
"RT @costa_rui: Desejo aos estudantes um ano de muita determinação! 
@educacaobahia #EducarParaTransformar https://t.co/vq2x2422V8",FALSE,0,NA,2017-02-09 00:24:57,FALSE,NA,"829486207709089794",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magasoto13",3,TRUE,FALSE,NA,NA
"RT @costa_rui: Comecem a correria agora... nada de deixar pra estudar no 2° semestre. Vamos lá, galera! https://t.co/qsSvXtSMJu",FALSE,0,NA,2017-02-09 00:24:47,FALSE,NA,"829486165598281730",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ElisamaMelhor",5,TRUE,FALSE,NA,NA
"RT @costa_rui: Comecem a correria agora... nada de deixar pra estudar no 2° semestre. Vamos lá, galera! https://t.co/qsSvXtSMJu",FALSE,0,NA,2017-02-09 00:24:47,FALSE,NA,"829486163203342339",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magasoto13",5,TRUE,FALSE,NA,NA
"RT @costa_rui: @Ivsonsilva1 Até julho publicaremos o edital com o número de vagas por escola / território.",FALSE,0,NA,2017-02-09 00:24:42,FALSE,NA,"829486144899448834",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magasoto13",1,TRUE,FALSE,NA,NA
"RT @costa_rui: Nivea emocionou a todos hoje pela manhã na #aulainaugural. ������������������ https://t.co/DknZMKTyhU",FALSE,0,NA,2017-02-09 00:23:42,FALSE,NA,"829485894012919809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magasoto13",14,TRUE,FALSE,NA,NA
